RegionName,RegionType,StateName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
"Hillsdale, MI",Msa,MI,90618.58,89769.58,89976.67,96472.00,103451.17,108565.33,114378.00,121747.08,129400.33,136994.50,
"Lewistown, PA",Msa,PA,71069.74,76044.74,81368.00,83092.25,84463.58,85409.75,89996.17,93679.92,98316.25,103432.17,
"Rockingham, NC",Msa,NC,57835.83,55968.75,55780.33,56377.08,57969.00,60034.17,62857.33,66895.00,71100.00,74483.67,
"Ponca City, OK",Msa,OK,53635.50,52973.25,53462.83,54559.17,56339.50,58187.83,59354.42,59896.00,61772.92,64604.67,
"Blytheville, AR",Msa,AR,77702.42,75969.17,74906.75,76374.17,74264.25,73321.92,73768.92,77688.25,82963.58,88165.25,
"Red Wing, MN",Msa,MN,181064.58,172441.50,171248.58,177581.58,183595.92,177495.67,193622.42,213583.42,236154.00,234684.67,
"Shawano, WI",Msa,WI,133244.83,129526.25,126098.33,124764.00,125587.83,128816.83,133281.25,140212.92,147866.50,155576.67,
"Cedar City, UT",Msa,UT,178210.08,171968.25,166603.83,176112.00,183194.83,187594.50,193345.58,203954.58,219447.92,235622.75,
"Bedford, IN",Msa,IN,86587.50,84741.25,84996.08,85660.58,87364.00,90366.25,93216.17,98087.75,105085.75,112776.83,
"Gillette, WY",Msa,WY,239079.00,233787.25,237589.67,241450.58,247153.08,254338.58,258375.67,260527.83,267504.75,273085.17,
"Newport, OR",Msa,OR,204654.67,192446.25,192429.50,205828.83,222990.25,240310.83,250307.25,261556.00,286639.83,305982.50,
"Wapakoneta, OH",Msa,OH,111477.50,109489.33,108154.92,108544.67,112545.50,118815.00,124538.83,130794.42,139031.42,147596.58,
"Huntingdon, PA",Msa,PA,103201.00,101996.67,101972.33,103447.75,106382.25,109505.67,113140.08,117279.33,123883.92,129621.00,
"Bellefontaine, OH",Msa,OH,109598.83,106834.92,104861.33,105121.00,109364.67,114398.42,120022.92,127419.08,135539.00,144804.58,
"McAlester, OK",Msa,OK,77762.50,74058.33,73770.50,75720.42,76987.17,78635.00,80572.50,81940.92,85615.08,86373.92,
"Blackfoot, ID",Msa,ID,112990.62,120902.47,129368.34,138427.00,144878.50,155973.17,168444.67,185385.08,208816.42,228258.75,
"Moultrie, GA",Msa,GA,66255.25,62557.92,61035.92,64441.83,69757.08,74663.75,79189.42,84042.25,89635.58,93590.00,
"Henderson, NC",Msa,NC,82140.25,76987.00,71769.00,70680.42,71165.00,72899.08,76321.08,78264.83,81350.33,85122.75,
"Coldwater, MI",Msa,MI,80879.08,79735.00,80059.83,85039.33,91483.58,95141.00,99768.50,105654.00,113149.92,119503.50,
"Harrison, AR",Msa,AR,99268.75,98701.00,99104.50,100406.58,101028.17,103698.75,107375.33,112318.33,116793.92,122313.25,
"Rolla, MO",Msa,MO,113879.39,116441.10,119060.43,121738.68,124477.18,127277.28,130140.36,133067.86,137007.33,141750.42,
"Shelbyville, TN",Msa,TN,113440.42,110391.33,109620.17,110985.92,114631.83,119703.08,126868.67,137173.58,160608.92,171608.67,
"Duncan, OK",Msa,OK,65710.67,65423.58,67021.33,69397.58,72041.00,75099.08,76861.75,79061.25,84194.00,86760.83,
"Marion, NC",Msa,NC,95662.98,99984.30,104500.83,109221.38,114155.16,119311.82,124701.42,132728.25,137539.92,146415.75,
"Lewisburg, PA",Msa,PA,136583.01,144260.56,144021.83,147097.42,151474.25,155946.00,160731.50,165918.92,173847.83,183038.42,
"Pullman, WA",Msa,WA,170644.67,154708.58,158017.17,172142.08,185464.67,201171.17,221595.50,245031.17,266085.25,280119.42,
"Thomasville, GA",Msa,GA,109791.17,102543.83,98771.00,102422.25,108792.08,116021.92,122201.83,127695.67,134586.42,140362.50,
"Bemidji, MN",Msa,MN,135980.25,119373.25,121454.75,131074.25,138983.00,144160.50,151409.17,161072.25,171219.50,179246.42,
"Mount Sterling, KY",Msa,KY,93231.17,87728.17,88372.58,89195.00,90292.08,93827.50,97505.92,101522.75,105739.42,111055.42,
"Ottumwa, IA",Msa,IA,70429.92,71216.83,72336.83,72819.33,73537.25,77291.58,79192.75,82181.08,84046.33,86746.42,
"Pahrump, NV",Msa,NV,142432.42,124899.58,122415.58,141486.25,162598.00,177860.17,186808.33,193031.75,222883.58,243930.50,
"Menomonie, WI",Msa,WI,141010.08,136297.75,133415.75,131776.25,132719.58,138289.75,144228.67,152232.83,162817.75,172021.67,
"Selma, AL",Msa,AL,51998.25,47978.92,46123.67,46379.83,49671.25,51823.83,52858.92,53304.42,55380.33,56228.33,
"Rock Springs, WY",Msa,WY,169535.24,183549.82,187678.75,194740.58,201737.08,209036.50,213791.00,213904.42,219387.17,228892.83,
"Bucyrus, OH",Msa,OH,67284.37,71995.78,72035.50,71745.42,72818.17,74284.67,75454.17,78319.00,81637.92,85197.50,
"Bradford, PA",Msa,PA,53894.83,52742.58,52401.25,53155.42,54686.92,56282.08,58654.33,61534.58,65285.58,69076.50,
"Bardstown, KY",Msa,KY,126188.17,120963.00,120105.00,121491.50,130019.92,130620.75,136177.75,144765.42,154119.00,163482.67,
"Cornelia, GA",Msa,GA,123976.75,115077.92,108684.50,113885.33,121992.50,129712.00,136210.33,143239.83,152312.67,162829.67,
"Burley, ID",Msa,ID,114110.50,106712.75,108870.33,116060.42,123947.50,133019.75,143959.83,159468.00,178798.50,195787.33,
"Greenwood, MS",Msa,MS,66216.67,70852.56,75813.00,74224.58,72499.00,70937.50,72307.42,75035.92,78595.00,83170.33,
"Big Rapids, MI",Msa,MI,92694.08,89878.33,88983.17,94226.50,100888.08,105745.42,111106.42,117588.75,124729.67,130980.75,
"Poplar Bluff, MO",Msa,MO,98035.33,96090.33,95653.42,96775.67,99325.33,102925.17,106886.00,111123.42,115240.67,116862.50,
"Muscatine, IA",Msa,IA,115926.83,115206.42,115632.08,116379.00,117829.50,120754.58,125291.42,130325.33,134058.42,138229.17,
"Alma, MI",Msa,MI,67107.25,65661.33,64335.25,67734.50,71137.67,73063.33,75574.67,81343.67,86961.92,91566.42,
"Durant, OK",Msa,OK,84906.25,85139.17,86940.42,88732.92,91338.42,94230.50,97517.42,101012.83,106365.58,112728.92,
"Seymour, IN",Msa,IN,107465.83,105789.33,106430.75,108047.67,111388.00,115808.33,119664.25,124789.08,133032.25,141013.33,
"Douglas, GA",Msa,GA,81613.25,75999.67,74017.33,77825.92,83526.25,88496.25,92273.17,97005.50,102763.25,108008.58,
"Willmar, MN",Msa,MN,137148.50,131581.83,133748.67,139770.83,146705.17,153072.92,160004.33,169406.50,178872.67,186927.17,
"Auburn, IN",Msa,IN,106185.25,104002.42,104017.83,104797.58,106048.67,110474.75,112450.92,121367.50,127383.92,139370.42,
"Sedalia, MO",Msa,MO,63381.83,64048.25,69682.25,65100.42,67627.08,70258.33,77691.42,84476.50,88768.75,95306.00,
"Paragould, AR",Msa,AR,86097.58,85281.00,86489.00,87903.33,89528.58,91994.33,95657.17,100490.67,105271.67,110587.67,
"Wilmington, OH",Msa,OH,110966.58,106961.00,105054.33,104782.92,106554.33,109794.17,113283.25,117958.83,124515.67,133295.25,
"Lawrenceburg, TN",Msa,TN,83721.92,81184.50,80877.17,81735.17,84910.75,88172.50,93214.17,100434.50,107453.00,113155.17,
"Warren, PA",Msa,PA,59650.81,63071.83,66689.04,70513.71,74557.72,78833.65,83354.82,83273.00,85310.75,88587.00,
"El Dorado, AR",Msa,AR,65352.17,63219.08,62890.17,63549.92,63855.17,65817.17,68069.92,71150.50,74613.67,78917.17,
"Mountain Home, AR",Msa,AR,111073.25,109496.33,110970.67,113150.92,115494.83,118981.00,121824.25,123694.33,125303.67,129799.00,
"Cedartown, GA",Msa,GA,81643.33,74684.33,70999.08,74590.58,79297.25,83338.42,87011.08,90898.92,97460.83,105351.83,
"Port Clinton, OH",Msa,OH,141231.92,137933.50,137467.08,138009.67,142814.17,147476.67,153074.25,159879.58,167132.83,175579.17,
"El Campo, TX",Msa,TX,99793.42,97923.08,98774.75,102545.83,109653.25,118173.92,124402.42,131860.67,137595.25,143940.50,
"Montrose, CO",Msa,CO,193685.08,188528.08,189807.42,199682.00,213266.17,231148.75,245911.08,258130.33,271453.42,282074.83,
"Ellensburg, WA",Msa,WA,219555.83,205858.50,203577.42,213326.33,228507.50,244689.50,266397.08,288896.58,310127.33,331123.92,
"Jacksonville, IL",Msa,IL,70288.25,68039.25,68269.17,69224.75,72060.17,75116.75,78811.67,82273.83,85507.58,88765.00,
"Sandpoint, ID",Msa,ID,253098.08,232851.92,234147.42,243698.58,256430.25,268967.08,282601.58,304739.67,336481.50,365254.00,
"Alice, TX",Msa,TX,71320.67,70408.08,70104.50,74233.83,78632.83,85032.50,89256.83,95979.42,97225.50,96663.92,
"Celina, OH",Msa,OH,108859.58,107266.67,107998.58,111106.08,117650.25,124891.75,131197.17,139610.92,149529.75,158713.75,
"Garden City, KS",Msa,KS,112855.58,112916.58,115081.83,117801.83,122244.25,128722.08,135616.50,146349.33,155666.00,163713.92,
"Marshalltown, IA",Msa,IA,98464.58,96536.83,95537.08,97115.08,98559.83,99727.42,100727.92,103308.33,107627.67,110673.42,
"Aberdeen, SD",Msa,SD,130145.67,131260.67,128653.42,132142.33,137886.83,142410.08,149611.00,158438.25,166275.50,172002.58,
"West Plains, MO",Msa,MO,96402.33,94439.75,99503.50,100824.92,101918.25,105284.83,108998.58,113611.17,117951.17,121916.42,
"Cullowhee, NC",Msa,NC,235953.67,223901.58,219032.50,217935.25,219685.17,222845.00,224634.17,228636.17,237349.75,247814.33,
"Espa±ola, NM",Msa,NM,144787.50,154907.61,165735.08,163528.83,151080.92,152026.83,157743.67,160145.58,163988.25,169701.75,
"Riverton, WY",Msa,WY,185149.17,181800.92,175237.83,181463.83,187544.75,194039.83,197462.50,199272.67,205740.25,214671.83,
"Tifton, GA",Msa,GA,96679.92,91074.75,88588.75,92737.25,99354.25,106036.83,113546.58,121229.83,128772.50,135432.67,
"Urbana, OH",Msa,OH,109374.58,106154.83,105477.92,106324.75,109403.75,113365.83,117988.58,123639.75,132083.17,140598.00,
"Cambridge, OH",Msa,OH,74089.92,73977.17,75334.08,79062.08,79157.75,83134.50,88135.25,93620.17,99260.83,105638.75,
"Okeechobee, FL",Msa,FL,135257.67,126626.50,125995.42,135998.92,147551.67,157519.42,164849.00,172914.50,185269.58,196170.75,
"McMinnville, TN",Msa,TN,84784.17,83000.83,82646.50,83548.83,86037.83,89286.25,94229.58,100770.83,107847.00,115919.08,
"Selinsgrove, PA",Msa,PA,128293.25,126265.17,126477.17,127863.83,131983.17,138145.25,143223.75,151377.75,159970.83,167590.58,
"Natchitoches, LA",Msa,LA,117561.84,125801.87,134619.44,144055.04,154152.00,156275.58,158756.33,162127.17,163307.25,169154.50,
"Berlin, NH",Msa,NH,102661.75,101114.83,99718.25,101170.08,103745.25,107038.58,109899.25,113503.33,118772.08,124073.00,
"Lock Haven, PA",Msa,PA,109561.92,101719.75,102831.33,105356.83,108723.75,112688.25,118334.17,125805.75,133952.17,140850.00,
"Sikeston, MO",Msa,MO,60631.19,64891.30,69450.75,74330.55,79553.21,85142.84,91125.21,97527.92,104380.50,107561.00,
"Austin, MN",Msa,MN,95002.33,90543.67,90243.75,94550.42,98437.67,102060.25,106274.58,112305.33,118306.42,126128.33,
"Clewiston, FL",Msa,FL,92001.58,84613.17,83406.50,89300.67,96889.83,104198.67,108411.08,114206.83,123710.42,133101.50,
"Pittsburg, KS",Msa,KS,71358.50,70476.08,70560.67,70891.83,72932.58,75289.25,77434.00,79913.75,81620.92,83753.75,
"Defiance, OH",Msa,OH,87109.42,85801.17,85539.08,86919.83,89768.25,93817.50,99039.42,105474.25,113604.33,121193.25,
"Scottsbluff, NE",Msa,NE,96226.00,94806.08,97185.08,100144.92,109442.42,114723.08,119308.50,125896.00,131851.25,138352.50,
"Logansport, IN",Msa,IN,62698.04,67103.38,71818.25,71608.42,71806.08,73010.08,74604.08,77063.33,81922.17,86299.08,
"Pontiac, IL",Msa,IL,94928.75,92974.00,92949.50,93762.17,97652.42,100258.08,101254.33,101822.17,104166.50,106974.50,
"Hannibal, MO",Msa,MO,94247.00,92733.08,91658.17,91647.92,93261.42,98459.42,104869.58,111429.08,117640.75,123341.92,
"Mount Vernon, IL",Msa,IL,72609.08,71214.00,71984.42,76930.75,82837.17,89187.75,90603.33,92842.92,94672.42,97492.00,
"Houghton, MI",Msa,MI,94747.17,91592.67,96312.17,98655.25,102926.75,105815.83,109369.33,115951.42,121592.42,126866.42,
"Union City, TN",Msa,TN,68006.67,65806.67,65093.33,65498.83,67246.58,69331.67,72350.67,76342.83,79747.17,82474.58,
"Sault Ste. Marie, MI",Msa,MI,77241.00,75420.58,76089.83,85358.33,91238.17,95681.33,98280.00,101874.08,105406.92,109350.50,
"Vincennes, IN",Msa,IN,62845.94,64970.48,67166.83,68871.58,71187.08,74339.58,77338.58,80559.75,85115.75,90027.58,
"Gainesville, TX",Msa,TX,119579.58,117242.25,118903.50,124282.58,131866.00,139970.92,147951.25,157333.42,166008.33,173823.50,
"Dyersburg, TN",Msa,TN,81340.25,78609.83,77806.25,78608.50,80502.50,83444.92,87048.42,91455.50,96360.25,100250.08,
"Kill Devil Hills, NC",Msa,NC,332980.25,313697.33,303240.58,301109.75,303944.08,307382.83,312591.00,318939.92,325575.58,334232.92,
"Crawfordsville, IN",Msa,IN,101311.92,99897.83,99668.08,100125.83,101327.25,104655.67,108816.92,114661.33,122682.17,130172.67,
"Brownwood, TX",Msa,TX,76613.33,75572.83,77004.00,81060.08,86828.83,92362.08,97465.17,102527.67,107419.08,112466.92,
"Stephenville, TX",Msa,TX,114209.25,112903.50,114542.92,118948.50,127990.00,137906.50,144846.17,154186.92,162812.42,170063.25,
"Americus, GA",Msa,GA,69064.25,63997.92,62506.67,65374.58,69488.42,74511.67,78826.00,82070.92,85567.00,88072.50,
"Easton, MD",Msa,MD,288702.33,275912.25,256444.92,281948.50,283684.25,289421.92,283352.58,287056.42,310026.58,312356.00,
"North Platte, NE",Msa,NE,112257.50,107245.08,109563.42,112974.00,117760.08,124254.58,131048.08,139805.08,147080.50,153879.33,
"Newberry, SC",Msa,SC,106548.75,103770.75,103690.08,105659.25,109469.42,115522.08,121133.42,126016.75,132801.83,139338.42,
"Ada, OK",Msa,OK,83990.08,82292.92,81657.42,82952.00,82123.83,84539.67,90624.58,93399.75,98700.00,97107.17,
"Moscow, ID",Msa,ID,206438.67,191197.75,197593.50,214476.67,229957.58,240369.83,255707.17,276614.92,305051.00,328045.17,
"Safford, AZ",Msa,AZ,103320.50,93753.33,98334.75,113414.17,125019.75,135459.33,148249.58,160566.17,170590.00,177093.08,
"Murray, KY",Msa,KY,103559.92,104172.17,104811.67,106336.42,109102.83,114022.83,118313.42,123667.67,129033.67,134133.00,
"Bennington, VT",Msa,VT,218695.17,215516.75,213382.25,211443.17,209388.33,208746.67,209044.25,211626.67,216965.08,225475.50,
"Huntington, IN",Msa,IN,93940.17,91879.83,91272.08,91608.00,92513.17,95495.83,98121.33,103630.92,111205.33,117836.25,
"Mayfield, KY",Msa,KY,79289.17,78546.83,78142.58,78946.75,80810.58,84678.33,87988.92,90964.67,94775.25,99723.08,
"Escanaba, MI",Msa,MI,59425.21,64350.60,67512.92,72770.92,78146.83,82061.33,84342.50,88881.33,93540.92,97007.83,
"Canton, IL",Msa,IL,62427.25,61011.92,60796.67,61136.50,63494.92,65627.83,68378.67,70512.50,72639.25,74689.75,
"Corinth, MS",Msa,MS,70641.34,76488.08,82818.75,82485.42,84124.75,86855.33,89617.92,93090.83,95757.75,99685.58,
"Astoria, OR",Msa,OR,252711.00,237607.67,236181.58,249820.33,267305.92,286818.17,310331.42,329916.67,343908.33,359604.83,
"Peru, IN",Msa,IN,73830.42,72191.83,71513.67,71454.50,71765.00,73231.92,74231.83,75700.92,81067.75,85804.17,
"Coshocton, OH",Msa,OH,82874.00,80575.25,79941.25,81478.00,84668.00,89001.17,93504.00,98993.42,105664.58,112474.83,
"Newton, IA",Msa,IA,110427.92,107932.08,107369.17,108530.75,110592.17,117388.25,118218.00,121596.67,124203.17,128081.92,
"Logan, WV",Msa,WV,50013.33,55935.92,55798.83,59367.25,59354.17,61157.33,62097.25,63506.25,66475.92,69148.08,
"Bay City, TX",Msa,TX,100930.25,99272.83,101511.33,106986.58,114744.67,123556.83,132372.75,141201.42,147031.67,152575.25,
"Fremont, NE",Msa,NE,105485.00,103934.00,104592.75,106406.00,109362.58,113516.08,118104.67,125610.83,134074.00,142789.67,
"Hutchinson, MN",Msa,MN,145545.83,136974.33,133921.67,137688.58,142147.33,146324.67,152770.08,162398.25,175219.33,187928.08,
"Batesville, AR",Msa,AR,79082.58,77019.17,77610.50,78332.25,79361.50,80924.33,83511.50,87465.42,91494.42,95850.25,
"Owatonna, MN",Msa,MN,152382.75,146052.58,145231.08,151006.75,158279.33,164675.33,172541.67,183297.50,194014.42,203798.67,
"Vidalia, GA",Msa,GA,75796.25,70948.75,69054.42,72412.58,78164.50,82229.75,88301.83,95502.75,103210.83,109404.33,
"Summit Park, UT",Msa,UT,473011.25,494498.50,501943.00,531822.92,578599.33,616163.67,656068.00,700142.75,734489.58,784590.67,
"Arkansas City-Winfield, KS",Msa,KS,58212.34,63802.81,69930.17,70432.00,70342.25,72296.17,75730.75,77084.67,78563.67,80443.58,
"Laramie, WY",Msa,WY,199349.50,196811.75,201811.00,205338.25,211414.25,216617.50,221034.42,223029.92,230950.67,243403.67,
"Plainview, TX",Msa,TX,60729.67,59655.08,60276.83,62495.92,66176.67,70019.00,72954.67,76210.00,79531.92,82106.33,
"Big Spring, TX",Msa,TX,54281.61,58644.78,63358.67,69215.42,78326.50,87031.33,88895.00,97891.08,104374.00,110976.42,
"Laurinburg, NC",Msa,NC,70185.25,67903.42,66165.25,66024.58,67385.17,69012.83,70409.08,71541.42,74073.25,76481.58,
"Dixon, IL",Msa,IL,101712.67,97218.83,91126.83,91068.67,91961.67,92290.42,93282.58,95316.00,98359.58,100628.92,
"Alexandria, MN",Msa,MN,166932.50,154159.42,154863.83,162822.17,171267.33,179980.92,189163.08,202241.67,215228.50,226972.25,
"Newport, TN",Msa,TN,81256.25,79270.17,80001.08,81689.75,84478.00,87007.17,91100.75,96434.17,102984.17,108221.75,
"DeRidder, LA",Msa,LA,98491.33,101764.06,105145.55,103831.50,102810.50,110338.92,112963.00,114839.33,116192.42,120392.50,
"Lebanon, MO",Msa,MO,102051.67,99351.25,98646.08,99767.92,102574.25,107245.92,112161.00,117632.42,123539.42,129920.58,
"Coffeyville, KS",Msa,KS,63697.22,63987.50,62872.83,63479.33,63353.75,63653.67,62027.17,62580.08,60935.67,60240.75,
"Seneca Falls, NY",Msa,NY,90952.50,88884.75,87848.50,89179.58,92018.92,96440.75,102057.92,108910.50,116287.25,122482.67,
"Martin, TN",Msa,TN,73529.50,71833.17,71938.33,73052.08,75993.08,79234.67,83716.00,88953.17,95018.17,97290.08,
"Susanville, CA",Msa,CA,114679.00,110955.25,117510.25,138138.75,155177.75,159748.17,164407.67,169036.00,173179.58,174407.67,
"Brookhaven, MS",Msa,MS,82961.69,85721.94,88574.02,91521.00,92079.67,94459.17,97815.67,103151.08,110888.67,117659.33,
"Arcadia, FL",Msa,FL,89439.25,82650.75,81113.25,87303.33,94375.83,101540.25,106600.17,114049.42,123822.50,131980.67,
"Taylorville, IL",Msa,IL,64119.25,63745.42,63197.42,64087.33,67141.17,69960.08,73452.08,77668.00,81478.25,84513.67,
"Decatur, IN",Msa,IN,111921.17,110047.83,110060.00,111106.17,112683.00,116463.33,120883.67,126587.25,136190.67,144257.83,
"Junction City, KS",Msa,KS,124233.39,129856.16,135733.42,136754.92,136634.83,137829.83,140258.58,142536.75,143015.33,145231.33,
"Effingham, IL",Msa,IL,106702.33,104589.33,105132.00,109067.08,116144.75,122669.67,128781.17,136039.42,142815.92,149425.25,
"Valley, AL",Msa,AL,68247.08,62765.75,59978.67,56856.50,57694.83,60120.08,61916.92,64166.00,66235.33,68710.67,
"Butte, MT",Msa,MT,102746.41,106153.95,109674.50,112377.17,116146.92,119389.58,123652.50,129473.92,137666.33,144419.42,
"Angola, IN",Msa,IN,137857.25,134928.00,133940.33,135514.92,138830.92,143747.75,148723.75,156564.58,166559.50,176148.58,
"Dodge City, KS",Msa,KS,51115.63,56026.95,61410.17,67310.62,73778.00,80866.78,88636.67,97153.11,106487.83,110950.67,
"Brenham, TX",Msa,TX,156129.08,155168.67,156757.75,163560.08,174736.83,186985.75,200333.42,213695.75,225900.58,237609.92,
"Emporia, KS",Msa,KS,92728.56,89671.17,90025.00,90200.08,91942.08,94999.92,97899.33,100952.67,104449.67,107247.50,
"Jackson, OH",Msa,OH,58622.17,57167.75,56896.75,56149.75,59412.25,61817.33,65862.42,70208.67,75337.83,80114.08,
"Frankfort, IN",Msa,IN,92905.92,91174.83,90199.17,89363.08,90131.33,92587.25,94399.00,98309.83,103652.67,110795.67,
"Brevard, NC",Msa,NC,208127.00,195432.25,189361.58,190448.00,194917.25,203362.58,210024.92,221662.17,236435.42,248563.25,
"Taos, NM",Msa,NM,138911.88,152257.23,166884.67,170090.67,176562.92,199558.17,220903.67,228415.83,246727.67,271821.25,
"Malvern, AR",Msa,AR,82494.42,82806.50,84184.08,84428.17,83934.33,85392.58,87764.58,91181.42,94108.67,98072.17,
"Troy, AL",Msa,AL,81168.76,84842.44,88682.38,92696.12,96891.53,101276.81,105860.58,110651.80,114913.67,118309.92,
"Wabash, IN",Msa,IN,88438.67,87074.25,86757.75,87485.58,89026.00,92090.50,94615.58,98421.25,105467.92,112102.42,
"Cambridge, MD",Msa,MD,149600.75,144038.75,142466.92,143998.75,145722.42,146043.33,145673.08,145706.42,147012.83,151316.92,
"Macomb, IL",Msa,IL,61258.67,59328.17,59327.67,60535.50,63552.00,66841.42,69644.42,72239.75,74642.75,77038.75,
"Vernal, UT",Msa,UT,158341.58,152706.50,154329.25,166432.17,177301.42,187377.75,199471.50,213503.92,225852.08,232321.17,
"Kingsville, TX",Msa,TX,74668.50,73403.92,74152.33,76798.17,82045.83,87928.50,93377.58,98910.00,103166.58,105967.58,
"Madison, IN",Msa,IN,71480.44,78351.90,85883.92,87677.25,91958.92,100256.42,105029.92,111797.83,121391.50,129416.33,
"Mount Pleasant, TX",Msa,TX,95513.75,93580.50,94024.25,97866.17,103706.92,107860.83,112602.92,117758.83,122993.67,127146.83,
"Paris, TN",Msa,TN,85952.50,83706.42,83733.58,85286.33,88912.08,93194.58,99080.92,105704.17,112257.75,117805.33,
"Columbus, NE",Msa,NE,105416.58,110378.08,112778.25,118923.75,129954.33,138860.25,146039.58,156782.08,166918.25,177951.58,
"Brookings, SD",Msa,SD,138656.79,146726.76,155266.42,160654.58,165296.92,172059.00,180543.67,190442.92,197976.33,203910.58,
"Kennett, MO",Msa,MO,61094.17,59650.33,58387.00,58724.83,60180.17,62231.17,65968.17,68391.92,72228.33,75132.42,
"Beeville, TX",Msa,TX,70817.47,74076.86,77486.25,80816.25,88215.92,95690.08,103087.92,111147.42,119107.75,124869.25,
"Miami, OK",Msa,OK,58880.08,55064.00,55481.58,56309.25,57671.75,61326.17,62300.58,63917.67,69797.33,72435.92,
"Dayton, TN",Msa,TN,106428.83,104752.58,104322.50,105494.92,109177.67,114722.25,121344.58,129728.00,137476.58,144502.25,
"Washington, IN",Msa,IN,90269.35,95523.12,101082.67,103232.08,106523.83,110126.50,114315.17,119848.58,129099.75,137187.75,
"Camden, AR",Msa,AR,44576.33,44478.17,45652.67,46320.00,47172.83,49469.67,51847.33,54117.25,56149.58,59241.00,
"Jackson, WY",Msa,WY,538902.83,484446.50,495525.83,500830.00,512833.08,534601.42,559752.50,576630.50,618433.50,669175.92,
"Hastings, NE",Msa,NE,95523.83,94580.67,97103.42,100046.33,103992.75,109559.58,115014.25,120252.58,128270.08,136293.33,
"Juneau, AK",Msa,AK,317507.00,319275.58,322957.75,332649.00,341268.33,353948.42,363310.25,371663.75,379906.33,392721.33,
"Albert Lea, MN",Msa,MN,74809.35,81314.51,88385.33,91342.00,94629.25,98062.08,102397.67,108723.25,114740.25,121353.67,
"Lewisburg, TN",Msa,TN,112900.58,109779.17,108853.50,110116.17,113602.75,118906.00,126287.50,135822.08,148845.42,160323.58,
"Iron Mountain, MI",Msa,MI,84519.00,78320.33,79053.67,85001.33,91126.58,96244.83,99510.50,105411.83,111896.42,117647.42,
"Lincoln, IL",Msa,IL,61821.87,66155.02,70791.89,75753.76,81063.42,85991.17,88943.67,90270.33,92612.17,95061.33,
"Jesup, GA",Msa,GA,84421.92,79696.00,77193.42,81132.92,87587.00,94219.08,100805.50,106472.67,113956.17,119919.00,
"Kirksville, MO",Msa,MO,79553.59,84124.04,88957.08,90169.75,93143.67,97253.33,101188.08,107274.75,113967.33,119585.08,
"Alpena, MI",Msa,MI,77592.67,75347.92,72449.92,80944.83,84622.42,88253.83,88415.08,91420.58,96657.50,101444.00,
"Silver City, NM",Msa,NM,76032.14,88978.52,104129.33,108870.50,113284.58,119056.83,119990.42,120148.17,127325.58,133227.17,
"Indianola, MS",Msa,MS,42616.61,44536.58,46543.06,48639.92,50831.26,53121.32,55514.55,58015.60,60629.33,63360.82,
"Elkins, WV",Msa,WV,79371.86,82012.67,84741.34,87560.80,90474.06,93484.25,96594.60,98619.75,103270.75,105673.75,
"Las Vegas, NM",Msa,NM,129063.03,131696.97,134384.67,142705.17,139613.17,145608.00,148091.75,153538.25,156677.92,155262.58,
"McPherson, KS",Msa,KS,116685.95,119310.79,121994.67,124738.93,127544.92,131985.58,137709.33,142414.92,148582.67,155562.25,
"Sheridan, WY",Msa,WY,206953.11,216478.15,226441.58,230994.08,238353.00,246925.92,253003.42,256026.58,265495.17,277279.50,
"Washington Court House, OH",Msa,OH,96869.17,93562.67,92231.50,91907.17,93404.83,95469.17,98053.92,102500.50,108143.92,115401.92,
"Bennettsville, SC",Msa,SC,28606.85,29558.63,30542.09,31558.26,32608.25,33973.83,39639.67,43969.42,49336.00,51922.00,
"Van Wert, OH",Msa,OH,75825.25,74878.50,75130.58,75895.08,78238.58,82431.50,87938.42,92459.67,97203.67,102624.50,
"Merrill, WI",Msa,WI,114509.58,105839.92,104873.50,103593.75,105317.92,109689.58,114517.00,120303.42,126566.58,132462.17,
"Ludington, MI",Msa,MI,96022.83,93245.50,96315.25,101555.25,109433.92,116421.92,120002.92,127247.75,134928.67,142126.75,
"Middlesborough, KY",Msa,KY,43618.00,42954.08,44150.50,45147.75,45499.92,47120.50,48763.83,51035.17,52771.58,54892.00,
"Crescent City, CA",Msa,CA,163900.75,155058.92,161441.00,186066.17,209982.17,225899.00,236255.00,248927.08,258174.50,266158.67,
"North Vernon, IN",Msa,IN,99146.00,97400.25,97586.33,98840.75,100903.00,104712.75,107293.00,112009.25,118493.42,124907.50,
"Hays, KS",Msa,KS,136198.84,140411.18,144753.79,149230.71,153846.09,158604.22,163509.51,168566.50,171232.25,174662.83,
"Forrest City, AR",Msa,AR,48905.50,47568.08,47251.50,46835.83,46912.67,47082.67,46867.67,47025.67,47752.08,50630.25,
"Fort Morgan, CO",Msa,CO,121137.43,119989.17,122254.75,130182.33,141211.17,157628.92,173777.83,190423.58,208034.00,222539.17,
"Mineral Wells, TX",Msa,TX,90118.08,88573.50,90191.00,93972.17,100408.42,107126.67,110002.92,116136.08,120633.33,125346.42,
"Breckenridge, CO",Msa,CO,396663.92,384005.50,387739.92,397306.83,417300.33,435727.92,477884.92,532559.75,607963.08,655161.25,
"Bastrop, LA",Msa,LA,48632.25,48558.83,49405.75,49930.00,51039.83,52418.92,52983.58,53955.67,54445.58,55905.50,
